,content,annotation,extras
14827,  For money not to be the root of all evil and the rule of most of humanity. I hate money.,"{'notes': '', 'label': ['0']}",
14828,  my middle name is haejin.r I like to think everyone should be nice to everyone. r I have two chicken pox scars on my shoulder &amp; one on my finger.r personally dubble bubble gum sucks. r i enjoy painting.r i could rollerblade 5 miles a day and still never get tired of it :),"{'notes': '', 'label': ['0']}",
14829, You have a beautiful smile and a great set!,"{'notes': '', 'label': ['0']}",
14830, HAHA jk i love you tabi(: (i tried to scare you) hahahhaa.,"{'notes': '', 'label': ['0']}",
14831,  Well   I guess I love youu too whore(:,"{'notes': '', 'label': ['0']}",
14832, Tabitha Jai Locascio I love you sooo much <3,"{'notes': '', 'label': ['0']}",
14833, Do you excercise regularly? If so  how often?,"{'notes': '', 'label': ['0']}",
14834, best lil wayne song?,"{'notes': '', 'label': ['0']}",
14835,  haha yeah okay. Sounds good :] Sleep well.,"{'notes': '', 'label': ['0']}",
14836, If I could fly  I would&;ve gone to __________.,"{'notes': '', 'label': ['0']}",
14837, What rights should the father have if his unmarried girlfriend wants an abortion?,"{'notes': '', 'label': ['0']}",
14838, Do you own anything that involves with Betty boop?,"{'notes': '', 'label': ['0']}",
14839, Is &quot;vice-versa&quot; to a dyslexic just plain redundant?,"{'notes': '', 'label': ['0']}",
14840, Does fuzzy logic tickle?,"{'notes': '', 'label': ['0']}",
14841,  The way its spelled. Sure.,"{'notes': '', 'label': ['0']}",
14842,  Irresponsible. Your correct. I think theres  a time to party and a time to grow and and realize that your an adult now. its time for the party to be over!,"{'notes': '', 'label': ['0']}",
14843, What flavor of Kool Aid was your favorite?,"{'notes': '', 'label': ['0']}",
14844, Do you live in China?,"{'notes': '', 'label': ['0']}",
14845, Would you rather be a famous musician or a famous actor?,"{'notes': '', 'label': ['0']}",
14846, what would be your course if your current course didn&;t exist?,"{'notes': '', 'label': ['0']}",
14847,  yes,"{'notes': '', 'label': ['0']}",
14848,  ew no,"{'notes': '', 'label': ['0']}",
14849,  hahahaha hmmmm thats sorta hard to choose. i dont listen to them very much.,"{'notes': '', 'label': ['0']}",
14850,  No and yes :] wanna read it though!,"{'notes': '', 'label': ['0']}",
14851, What color leaf would you like to be?,"{'notes': '', 'label': ['0']}",
14852,  yeah . i won a car!,"{'notes': '', 'label': ['0']}",
14853,  yes actually. my yearly female doc's visit. this tuesday.. haha,"{'notes': '', 'label': ['0']}",
14854,  Hahahahhaahhaha:D ikrr im a slow american wht more can i say lmfaoo!! hahaha <333 Aww! hahaha,"{'notes': '', 'label': ['0']}",
14855, if you could change your name to anything you want  what would you call yourself?,"{'notes': '', 'label': ['0']}",
14856,  vanilla.,"{'notes': '', 'label': ['0']}",
14857, Beetles taste like apples. Do you still like apples?,"{'notes': '', 'label': ['0']}",
14858, Would you actually want to live forever?,"{'notes': '', 'label': ['0']}",
14859, Do you consider yourself an animal lover?,"{'notes': '', 'label': ['0']}",
14860,  i honestly think we wake up before opening our eyes. we go thru a REM cycle in our sleep,"{'notes': '', 'label': ['0']}",
14861, LOOK LIKE DAT GIRL OFF OF THATS SO RAVEN,"{'notes': '', 'label': ['0']}",
14862,  lost in the bed sheets yo,"{'notes': '', 'label': ['0']}",
14863, do you like bodtf?,"{'notes': '', 'label': ['0']}",
14864, What&;s the weirdest thing you&;ve ever eaten?,"{'notes': '', 'label': ['0']}",
14865, who has made you happy,"{'notes': '', 'label': ['0']}",
14866, i aqree completely aboutt hello kitty !,"{'notes': '', 'label': ['0']}",
14867,  8th grade. Friday night football game with the first guy I ever liked. haha,"{'notes': '', 'label': ['0']}",
14868,  Papapapapa shore do :] haha r I like any thing i can do the robot to haha,"{'notes': '', 'label': ['0']}",
14869, what was the most awkward situation in your life?,"{'notes': '', 'label': ['0']}",
14870, Your home alone  you hear someone trying to break in  what do you do?,"{'notes': '', 'label': ['0']}",
14871, If your eyes reflected everything you have ever don  would you look people in the eyes?,"{'notes': '', 'label': ['0']}",
14872,  Not to my knowledge.,"{'notes': '', 'label': ['0']}",
14873, What YouTube video made you laugh recently?,"{'notes': '', 'label': ['0']}",
14874,  okayy,"{'notes': '', 'label': ['0']}",
14875,  There is no perfect lol but I suppose with a funny guy-polite  random and spontaneous  maybe a night out at a 70's club and dress up go to dinner before. haha that'd be fun!! :),"{'notes': '', 'label': ['0']}",
14876,  when there is none left :P,"{'notes': '', 'label': ['0']}",
14877, Do you get along with argumentative people?,"{'notes': '', 'label': ['0']}",
14878,  I just moved!! To my own apartment. So only one for me. haha but the building has 3.,"{'notes': '', 'label': ['0']}",
14879,  not bad haha:] ive had to take 2 minute showers before. ugh those are a challenge haha,"{'notes': '', 'label': ['0']}",
14880, i never thought I would be friends with ________.,"{'notes': '', 'label': ['0']}",
14881, Favorite color?,"{'notes': '', 'label': ['0']}",
14882, Name the most terrifying moment of your life so far.,"{'notes': '', 'label': ['0']}",
14883,  Nice :),"{'notes': '', 'label': ['0']}",
14884, Do you crack your knuckles?,"{'notes': '', 'label': ['0']}",
14885,  Uhhhhh!!!! OMG! Taquisha? LOL!,"{'notes': '', 'label': ['0']}",
14886, how long have you gone with out bathing?,"{'notes': '', 'label': ['0']}",
14887,  italian  french  or better at sign language,"{'notes': '', 'label': ['0']}",
14888,  oh gosh. bavarian creme. not whipped. creme! and the kind with the chocolate icing on top. i love those things.,"{'notes': '', 'label': ['0']}",
14889,  And why are you trying to give me advice.?,"{'notes': '', 'label': ['0']}",
14890, What was the best job you&;ve ever had?,"{'notes': '', 'label': ['0']}",
14891, If you could ask George W. Bush one question what would it be?,"{'notes': '', 'label': ['0']}",
14892,  ya nd lmao o wow ohkay..So watz ya myspace,"{'notes': '', 'label': ['0']}",
14893,  Me. haha,"{'notes': '', 'label': ['0']}",
14894, Would you be able to make it through basic training for the military?,"{'notes': '', 'label': ['0']}",
14895,  :D awhh hahaha thanlyou,"{'notes': '', 'label': ['0']}",
14896, What colour are you nails right now?,"{'notes': '', 'label': ['0']}",
14897,  maybe ?,"{'notes': '', 'label': ['0']}",
14898, whats your favorite holiday?,"{'notes': '', 'label': ['0']}",
14899,  Success.,"{'notes': '', 'label': ['0']}",
14900,  they can be annoying,"{'notes': '', 'label': ['0']}",
14901, Y0 D!(K W0obbl3 !n y0ur p@n+$ ?,"{'notes': '', 'label': ['0']}",
14902,  Willow. Come lay under me children :] Over a lake or something. that'd be rad sweet :],"{'notes': '', 'label': ['0']}",
14903,  i have no clue,"{'notes': '', 'label': ['0']}",
14904,  Nope. I dont do that. lol too expensive. i have other thing i could put that money toward.,"{'notes': '', 'label': ['0']}",
14905, Do you like blue cheese?,"{'notes': '', 'label': ['0']}",
14906, best memory with your friends (place  when  what you did),"{'notes': '', 'label': ['0']}",
14907, Texas is the best state(: Everything is bigger AND better in Texas!!! Bahah,"{'notes': '', 'label': ['0']}",
14908,  Hmm..depends on if my toes are cutesied up and the outfit ;] but usually sneakers,"{'notes': '', 'label': ['0']}",
14909, Current worry?,"{'notes': '', 'label': ['0']}",
14910,  nooo. id find it interesting to be honest.,"{'notes': '', 'label': ['0']}",
14911, you&;r,"{'notes': '', 'label': ['0']}",
14912,  IDK. My parents are  okay let me restart..My mother is relentless. My Dad knows me quite well actually. My mother just doesn't like the thought of me having a mind and using it. Ha. its annoying but hey  its not like we can choose our parents.,"{'notes': '', 'label': ['0']}",
14913,  Mmm... ROOT BEER! haha my fav drink eva! POW,"{'notes': '', 'label': ['0']}",
14914, Have you ever gotten fired from a job?,"{'notes': '', 'label': ['0']}",
14915, How do you pass time while traveling in the car for a long amount of time?,"{'notes': '', 'label': ['0']}",
14916,  duh im da freak of da town,"{'notes': '', 'label': ['0']}",
14917, what were you in middle school?(emo/prep/jock etc?) ya know. lol,"{'notes': '', 'label': ['0']}",
14918, I am off for the night. I have to try to get some sleep. Leave me things? Thank you! <3,"{'notes': '', 'label': ['0']}",
14919,  heart,"{'notes': '', 'label': ['0']}",
14920, Who was the best teacher you&;ve ever had?,"{'notes': '', 'label': ['0']}",
14921, What was the worst place you&;ve traveled to?,"{'notes': '', 'label': ['0']}",
14922, Who and when was your first kiss?,"{'notes': '', 'label': ['0']}",
14923, What is your favourite ride at an amusement park?,"{'notes': '', 'label': ['0']}",
14924,  Hahaha wht are u tlkn bout girl!,"{'notes': '', 'label': ['0']}",
14925,  it bounces off the immovable object  :P,"{'notes': '', 'label': ['0']}",
14926,  Ahaha!!! Yess of course aint dat rite @TruAce ?!?! Haha He so awesome tho! BCK OFF lol jk,"{'notes': '', 'label': ['0']}",
14927,  not that i can think of,"{'notes': '', 'label': ['0']}",
14928, What was the happiest moment in your life?,"{'notes': '', 'label': ['0']}",
14929, What word describes you best?,"{'notes': '', 'label': ['0']}",
14930,  you text mee,"{'notes': '', 'label': ['0']}",
14931, If you could eliminate one thing you do each day in the bathroom so you never had to do it again  what would it be?,"{'notes': '', 'label': ['0']}",
14932, what&;s your favorite tv show?,"{'notes': '', 'label': ['0']}",
14933,  KFC mashed potatoe bowl :),"{'notes': '', 'label': ['0']}",
14934,  its not.,"{'notes': '', 'label': ['0']}",
14935, If you could be invited to one person&;s birthday party  whose would it be?,"{'notes': '', 'label': ['0']}",
14936,  It's totally fine  don't worry about it :)),"{'notes': '', 'label': ['0']}",
14937,  high heels :],"{'notes': '', 'label': ['0']}",
14938,  happiness. always.,"{'notes': '', 'label': ['0']}",
14939,  Smile. Ethnicity. Eyes. in that order the most. and my least favorite feature would be my height  but only because forever I wanted to be a model and in America you have to be likeee 7' anorexic giraffe. hahhaa,"{'notes': '', 'label': ['0']}",
14940,  who wrote that please reply lol,"{'notes': '', 'label': ['0']}",
14941, Do certain peoples lives have certain worth to you? Such as a prostiture  a killers...ect.,"{'notes': '', 'label': ['0']}",
14942,  i wish i did.,"{'notes': '', 'label': ['0']}",
14943,  :D thank you gurl/boy ? I really appreciate it!<33,"{'notes': '', 'label': ['0']}",
14944, Do you wanna be my bestfriend? (last question) Spam back if you wanna lates!!!,"{'notes': '', 'label': ['0']}",
14945, favorite song,"{'notes': '', 'label': ['0']}",
14946, Favorite Sesame Street Character?,"{'notes': '', 'label': ['0']}",
14947,  nope. :),"{'notes': '', 'label': ['0']}",
14948, Then report Cheyenne if your the real deal!!!! Vvv btw your cute jbatman (;,"{'notes': '', 'label': ['0']}",
14949,  Cheetos!!! Soo cheeseyyy :),"{'notes': '', 'label': ['0']}",
14950, Would you ever have a long distance relationship?,"{'notes': '', 'label': ['0']}",
14951, wtf ? V,"{'notes': '', 'label': ['0']}",
14952, Who pays your phone bill? :],"{'notes': '', 'label': ['0']}",
14953, are you the person you want to be?,"{'notes': '', 'label': ['0']}",
14954,  i dont believe so. only that i would help more than i do now.,"{'notes': '', 'label': ['0']}",
14955, and why is that?,"{'notes': '', 'label': ['0']}",
14956,  haha ok it'll be our secret,"{'notes': '', 'label': ['0']}",
14957, (:,"{'notes': '', 'label': ['0']}",
14958,  no lol. ive collected stickers but not the ones on the fruit lol,"{'notes': '', 'label': ['0']}",
14959, Joie is beautifulllll. :),"{'notes': '', 'label': ['0']}",
14960, i still think your hot,"{'notes': '', 'label': ['0']}",
14961,  Ohhkayy! First offf i was playin  i mean he is a really nice person dnt kno him like all that! Bhut u should ask him!,"{'notes': '', 'label': ['0']}",
14962, What does it take for you to argue with someone?,"{'notes': '', 'label': ['0']}",
14963,  No...,"{'notes': '', 'label': ['0']}",
14964, If you were a worm  how long would you be?,"{'notes': '', 'label': ['0']}",
14965,  most of the time,"{'notes': '', 'label': ['0']}",
14966, spam 4 spam?,"{'notes': '', 'label': ['0']}",
14967,  i can play a little guitar and learning the violin,"{'notes': '', 'label': ['0']}",
14968,  lol how,"{'notes': '', 'label': ['0']}",
14969, Why is there so much hate on FS?,"{'notes': '', 'label': ['0']}",
14970, what is the oddest place you have been with out a shirt on?,"{'notes': '', 'label': ['0']}",
14971,  haha yeah probably.,"{'notes': '', 'label': ['0']}",
14972,  so how ya ben???,"{'notes': '', 'label': ['0']}",
14973,  umm im not sure lol i will check my music if i have none of there songs they are lol and............ i have none lol so theres ur answer ha. who wrote this? =],"{'notes': '', 'label': ['0']}",
14974,  because it is fucking awesome :D,"{'notes': '', 'label': ['0']}",
14975,  Are you anonymous?,"{'notes': '', 'label': ['0']}",
14976,  coronas! <3 so beer would be the answer :D,"{'notes': '', 'label': ['0']}",
14977, If parents say  &quot;Never take candy from strangers&quot; then why do we celebrate Halloween?,"{'notes': '', 'label': ['0']}",
14978,  BAD! the world without bees would mean we would die out in about 5 yrs..thats really bad! :(r SAVE THE BEES!,"{'notes': '', 'label': ['0']}",
14979, Since some of you want me to spam them ill spam 10 qs ok if you dont want them ill unfollow you but hit me up quick!!! :)),"{'notes': '', 'label': ['0']}",
14980,  depends on the question really but both :),"{'notes': '', 'label': ['0']}",
14981,  I lovee youu<33,"{'notes': '', 'label': ['0']}",
14982,  probably my last week in idaho  i had alot of fun,"{'notes': '', 'label': ['0']}",
14983,  hahaha i dont know it. i think i need to research some of the carrie underwood songs before i go lol,"{'notes': '', 'label': ['0']}",
14984, What&;s your song of the day?,"{'notes': '', 'label': ['0']}",
14985, what fascinates you?,"{'notes': '', 'label': ['0']}",
14986,  Lol youu already knoow(;,"{'notes': '', 'label': ['0']}",
14987,  Well..currently its 6:54 am. My love just left for work and im on formspring answering my 38 questions. Thank you. haha Sup with you? :],"{'notes': '', 'label': ['0']}",
14988,  i hope youur telling me a lyric to a songg ;D lmao .,"{'notes': '', 'label': ['0']}",
14989, is you? BEAUTIFUL!! ;D http://www.e-castig.com/index.php?r=v1og5,"{'notes': '', 'label': ['0']}",
14990, N!GG@ YUH K!ND@ GOT DAT LIL WAYNE THANG GO!N 0N,"{'notes': '', 'label': ['0']}",
14991,  idk haha,"{'notes': '', 'label': ['0']}",
14992,  Spring(:,"{'notes': '', 'label': ['0']}",
14993,  Yes it is :],"{'notes': '', 'label': ['0']}",
14994,  alien brains. go figure haha,"{'notes': '', 'label': ['0']}",
14995, What can you smell right now?,"{'notes': '', 'label': ['0']}",
14996,  yew neva seen mi dik nd lol thankz,"{'notes': '', 'label': ['0']}",
14997, whwhwhwhoa just slow down. huh!? what do you mean they blew up the death star? f*****ck! F*ck! F*ck! F*ck! F*ck! F*ck! whos they? what the hell is an aluminum falcon,"{'notes': '', 'label': ['0']}",
14998, What&;s a subject you wish you knew more about?,"{'notes': '', 'label': ['0']}",
14999,  im sure. people find anyting to talk about for everyone.,"{'notes': '', 'label': ['0']}",
15000, How often do you get sick?,"{'notes': '', 'label': ['0']}",
15001,  Wow awesome question....I think my best achievement would be &quot;Finding who i am&quot; thats thee most important!!<33,"{'notes': '', 'label': ['0']}",
15002,  Nahh hates a strong word.,"{'notes': '', 'label': ['0']}",
15003, does anyone sang you a song on public? if so  describe he did it,"{'notes': '', 'label': ['0']}",
15004,  Nope.,"{'notes': '', 'label': ['0']}",
15005, G!v3 m3 d@+ f3r0c!0u$ d!(k,"{'notes': '', 'label': ['0']}",
15006, Would you rather swim in a pool or the ocean?,"{'notes': '', 'label': ['0']}",
15007, guess,"{'notes': '', 'label': ['0']}",
15008,  i really like my friend.r but its complicated.,"{'notes': '', 'label': ['0']}",
15009,  about sheep,"{'notes': '', 'label': ['0']}",
15010,  not that long haha,"{'notes': '', 'label': ['0']}",
15011, hi my name is nico and im a total studd ;D u2665,"{'notes': '', 'label': ['0']}",
15012,  haha thanks. I hear that a bit.,"{'notes': '', 'label': ['0']}",
15013, Do you have a specific work-out routine?..if  not  how do you keep in shape? [mentally and physically  speaking].,"{'notes': '', 'label': ['0']}",
15014, What would be harder for you  to tell someone you love them or that you do not love them back?,"{'notes': '', 'label': ['0']}",
15015,  Not in a hey lets get drunk and puke our guts out  not remember anything tomorrow and have a headache kind of girl. r Just a laugh at everything for no reason  do the random robot in public  social in every aspect kind of party girl :],"{'notes': '', 'label': ['0']}",
15016, Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????,"{'notes': '', 'label': ['0']}",
15017, Do you eat breakfast daily?,"{'notes': '', 'label': ['0']}",
15018, if you and jaybee got married and have kids i actually think  the kids would be cute. just saying.,"{'notes': '', 'label': ['0']}",
15019,  i dont want to date marry anyone,"{'notes': '', 'label': ['0']}",
15020,  I believe both are good :) i had an awesome elaborate answer to this but formspring didnt make it show up so that is all.,"{'notes': '', 'label': ['0']}",
15021, Do you want to start over with anyone?,"{'notes': '', 'label': ['0']}",
15022,  The earth. People's feelings. the way others react to people having a bad day. Kids :] Learning new things all the time.,"{'notes': '', 'label': ['0']}",
15023, wutt if yu gawt pregnaant?,"{'notes': '', 'label': ['0']}",
15024,  hmm..i dont think there is anyone.,"{'notes': '', 'label': ['0']}",
15025,  a.job.being good pfffft.,"{'notes': '', 'label': ['0']}",
15026,  hahahahahahaha  its a curse i wish i could yell at you :) ha. i love you to :) annnddd thankyou,"{'notes': '', 'label': ['0']}",
15027,  No? show your face.,"{'notes': '', 'label': ['0']}",
15028,  Yes. But well no..i guess everythings an experience and i wouldnt have learned from the time spent with someone so NO. lol,"{'notes': '', 'label': ['0']}",
15029, Do yew have a boyfran? :],"{'notes': '', 'label': ['0']}",
15030, What TV show do you wish would go off the air for good?,"{'notes': '', 'label': ['0']}",
15031, When you were little did you ever go ahhh infront of the fan?,"{'notes': '', 'label': ['0']}",
15032,  nopee,"{'notes': '', 'label': ['0']}",
15033,  people writing nice things about me and funny stuff lol :),"{'notes': '', 'label': ['0']}",
15034,  umm a homeless guys with blackberry haha,"{'notes': '', 'label': ['0']}",
15035, 484 264 3364 ; you should call me.,"{'notes': '', 'label': ['0']}",
15036, You discover a beautiful island upon which you may build your own society. You make the rules. What is the first rule you put into place?,"{'notes': '', 'label': ['0']}",
15037,  Yes!? Wouldn't you. hahahhaha,"{'notes': '', 'label': ['0']}",
15038, Would you ever drunk drive?,"{'notes': '', 'label': ['0']}",
15039, How do you feel right now?,"{'notes': '', 'label': ['0']}",
15040, what&;re you holding in your photo? lol just curious :],"{'notes': '', 'label': ['0']}",
15041,  Where am I from? Ohio in the united states. I was born in Louisiana.,"{'notes': '', 'label': ['0']}",
15042, ily<$$(:,"{'notes': '', 'label': ['0']}",
15043, Who&;s the funniest person you know?,"{'notes': '', 'label': ['0']}",
15044,  nahh,"{'notes': '', 'label': ['0']}",
15045, did you &quot;celebrate&quot; 4/20.?r lol,"{'notes': '', 'label': ['0']}",
15046,  yes.,"{'notes': '', 'label': ['0']}",
15047, i love you!,"{'notes': '', 'label': ['0']}",
15048,  haha umm thats on the outside for people to buy beauty is on the skinny models but inside the store there's more for all shapes and beauty is really on the inside. the inside just doesnt sell,"{'notes': '', 'label': ['0']}",
15049,  I dont even want to talk about it. and stress is overrated. i just dont like to think about it,"{'notes': '', 'label': ['0']}",
15050, I just have to say  I do -NOT- believe the Earth will actually end. It is a quote from one of my favorite  thought-provoking movies named Donnie Darko. It&;s not a &;2012&; movie  either. You&;d have to see it.,"{'notes': '', 'label': ['0']}",
15051, I show yuh a hot azz tym. I kan doezz ne thang u want,"{'notes': '', 'label': ['0']}",
15052,  An eagle definantly.,"{'notes': '', 'label': ['0']}",
15053,  i dont have a dream job anymore so i dont no.,"{'notes': '', 'label': ['0']}",
15054,  ummm no its anonymous..................haha,"{'notes': '', 'label': ['0']}",
15055, yew miss mhe lolss,"{'notes': '', 'label': ['0']}",
15056, How many chairs are at your dining room table?,"{'notes': '', 'label': ['0']}",
15057, I have fallopian tubes.,"{'notes': '', 'label': ['0']}",
15058,  ummmmmmm  im not sure about the nicest. but ive tourn someone down with words pretty well. so thats the worst.,"{'notes': '', 'label': ['0']}",
15059,  nope,"{'notes': '', 'label': ['0']}",
15060,  once. unless im super active.,"{'notes': '', 'label': ['0']}",
15061,  I think thanksgiving. No gifts and stress. and tonss of FOOD! :] everyone just getting together to hang out and be with each other  thanking for everything we've all got. :] I love it.,"{'notes': '', 'label': ['0']}",
15062,  i hate you.,"{'notes': '', 'label': ['0']}",
15063, What was the most painful thing you had to tell someone?,"{'notes': '', 'label': ['0']}",
15064, If you give money to charity  which one do you usually give to?,"{'notes': '', 'label': ['0']}",
15065,  I think it was horrible and people forget that things like that have happened! It happened for reasons unbelievable but im sure its because the kid wanted attention and was just acting out in an insane way. Its hard to know why it really happened.,"{'notes': '', 'label': ['0']}",
15066,  i didnt reallly get into trouble so much in school. I got a like 4 detentions for being tardy in the mornings. hahaha i was bad for that.,"{'notes': '', 'label': ['0']}",
15067,  queensland.,"{'notes': '', 'label': ['0']}",
15068, Is there one thing all of your love interests have had in common?,"{'notes': '', 'label': ['0']}",
15069, duhh . im da only onee dhatt typee likee dhatt !,"{'notes': '', 'label': ['0']}",
15070,  yes i think so,"{'notes': '', 'label': ['0']}",
15071, What do you think happens to the missing socks that disappear in the dryer?,"{'notes': '', 'label': ['0']}",
15072,  me and justin are married  i am not divorsing him for you mr. anominous. hahahahah your probably a creepy old man... or lady..,"{'notes': '', 'label': ['0']}",
15073, yeh you r right... how should the 1 be?? i have no bf too!:),"{'notes': '', 'label': ['0']}",
15074, When was the last time something slipped out of your mouth? (WORD WISE.),"{'notes': '', 'label': ['0']}",
15075, Would you get mad if i sprayed shaving cream all over your face?? I would!!!,"{'notes': '', 'label': ['0']}",
15076, Do you make the jokes or laugh at them?,"{'notes': '', 'label': ['0']}",
15077,  I collected beanie babies when i was younger :) loved them had cases for them and everything!!,"{'notes': '', 'label': ['0']}",
15078,  sometimes.,"{'notes': '', 'label': ['0']}",
15079,  ya digg,"{'notes': '', 'label': ['0']}",
15080, Do you cry often or keep it inside?,"{'notes': '', 'label': ['0']}",
15081, do you think youre more serious or sarcastic?,"{'notes': '', 'label': ['0']}",
15082,  play tricks on people hahaha,"{'notes': '', 'label': ['0']}",
15083,  Yes she is by blood. Always has  always will be :),"{'notes': '', 'label': ['0']}",
15084,  Nope.,"{'notes': '', 'label': ['0']}",
15085,  musician :D,"{'notes': '', 'label': ['0']}",
15086,  i got a ipod  ipod dock  clothes and other crap lol =],"{'notes': '', 'label': ['0']}",
15087, What is the kindest  most generous act you&;ve ever done?,"{'notes': '', 'label': ['0']}",
15088, you a big time texter?,"{'notes': '', 'label': ['0']}",
15089, Did you ever have a embarrassing moment at school?,"{'notes': '', 'label': ['0']}",
15090,  umm idk,"{'notes': '', 'label': ['0']}",
15091, Miley &amp; Bieber!!!,"{'notes': '', 'label': ['0']}",
15092, How often do you have days where it feels like everything goes wrong?,"{'notes': '', 'label': ['0']}",
15093,  I like my ma's homemade chicken noodle soup :],"{'notes': '', 'label': ['0']}",
15094,  no but i wanna,"{'notes': '', 'label': ['0']}",
15095,  King tut. how he built the pyrmids?,"{'notes': '', 'label': ['0']}",
15096, Does it bother you when people ask you questions and the answer is in your bio?,"{'notes': '', 'label': ['0']}",
15097, If you people really still think that Tabi&;s fake  go look at her dang MySpace. -.-,"{'notes': '', 'label': ['0']}",
15098,  Dependss .,"{'notes': '', 'label': ['0']}",
15099,  thankyou :),"{'notes': '', 'label': ['0']}",
15100,  HOE-ISHNESS! lol um prob. stupid bitches and SIN! i just sinned!Opppzz,"{'notes': '', 'label': ['0']}",
15101,  naw,"{'notes': '', 'label': ['0']}",
15102,  Not currently. :/,"{'notes': '', 'label': ['0']}",
15103, Spontaneity or stability?,"{'notes': '', 'label': ['0']}",
15104,  Jonas Brothers Concert 8/13/09 ;D I still love em bhut Justin bieber is thee shit!,"{'notes': '', 'label': ['0']}",
15105, In your eyes what drives people to use drugs?,"{'notes': '', 'label': ['0']}",
15106, jabbawockeez.. what do you think about them?,"{'notes': '', 'label': ['0']}",
15107, What last made you laugh?,"{'notes': '', 'label': ['0']}",
15108,  Umm.. Long time ago bhut i was like 5 or 6 haha Cory!,"{'notes': '', 'label': ['0']}",
15109,  dove chocolate. haha,"{'notes': '', 'label': ['0']}",
15110, lakerss bbbyyyyy<3 2O1O<3,"{'notes': '', 'label': ['0']}",
15111,  nahhh,"{'notes': '', 'label': ['0']}",
15112, sorry that was funny. &quot;playa playa&quot; ahah. :p,"{'notes': '', 'label': ['0']}",
15113, ohkay wht if shee didntt have an ass  butt she whud kuute  &amp; yall was feelin eachothuh .?,"{'notes': '', 'label': ['0']}",
15114,  Mwahaha!!! Sweet thang! i love it!!,"{'notes': '', 'label': ['0']}",
15115, If you were to be reborn who would you want to be born as?,"{'notes': '', 'label': ['0']}",
15116, Who&;s the most famous person you&;ve met?,"{'notes': '', 'label': ['0']}",
15117, Favorite SNL (Saturday Night Live) cast member ever?,"{'notes': '', 'label': ['0']}",
15118,  nah,"{'notes': '', 'label': ['0']}",
15119,  why yess i do.,"{'notes': '', 'label': ['0']}",
15120, Does it bother you that travesti immitate your favorite singers?,"{'notes': '', 'label': ['0']}",
15121, I thought about how mothers feed their babies with tiny little spoons and forks so I wondered what do Chinese mothers use? Toothpicks?,"{'notes': '', 'label': ['0']}",
15122, Have you been in a serious fight?,"{'notes': '', 'label': ['0']}",
15123,  My mind.,"{'notes': '', 'label': ['0']}",
15124, no  i mean LIKE LIKE,"{'notes': '', 'label': ['0']}",
15125, What annoys you about living where you live now?,"{'notes': '', 'label': ['0']}",
15126, I LOVE ADTR! VvV They&;re my fav. I know every song by heart.,"{'notes': '', 'label': ['0']}",
15127,  no,"{'notes': '', 'label': ['0']}",
15128,  D: well who is this?,"{'notes': '', 'label': ['0']}",
15129,  WHO DOESNT!!(:,"{'notes': '', 'label': ['0']}",
15130,  Hands.,"{'notes': '', 'label': ['0']}",
15131,  no  im sorry :/ i like guyssss,"{'notes': '', 'label': ['0']}",
15132,  haha thanks.,"{'notes': '', 'label': ['0']}",
15133, If you ran the world...what would it be like?,"{'notes': '', 'label': ['0']}",
15134,  he doesnt really ask but i think its because he doesnt want to talk about his past. we know of the jist of them though.,"{'notes': '', 'label': ['0']}",
15135,  very much so!,"{'notes': '', 'label': ['0']}",
15136, what do you think could cause you to explode?,"{'notes': '', 'label': ['0']}",
15137, How do you feel when you have a hunch someone&;s not paying attention to what you have to say?,"{'notes': '', 'label': ['0']}",
15138,  Dont know of any off the top of my head.,"{'notes': '', 'label': ['0']}",
15139,  thats nice to no lol=],"{'notes': '', 'label': ['0']}",
15140, Beep.hello moto.its TEEANNUHH. Do u hav stds?,"{'notes': '', 'label': ['0']}",
15141,  haha i did? lmfao  i have better things to do.,"{'notes': '', 'label': ['0']}",
15142, did you wink at all today? to who?,"{'notes': '', 'label': ['0']}",
15143,  cool.,"{'notes': '', 'label': ['0']}",
15144,  Most of the time :],"{'notes': '', 'label': ['0']}",
15145,  Mmmhm!(:,"{'notes': '', 'label': ['0']}",
15146,  yes.,"{'notes': '', 'label': ['0']}",
15147,  yes i do.,"{'notes': '', 'label': ['0']}",
15148,  yes.,"{'notes': '', 'label': ['0']}",
15149, isnt lindsay just the best.??:D and im sure you love her 10 different laughs(: haha i love you big booty hoe.!,"{'notes': '', 'label': ['0']}",
15150, What is the craziest thing you have seen lately?,"{'notes': '', 'label': ['0']}",
15151, Do you like to go out in the rain?,"{'notes': '', 'label': ['0']}",
15152,  yes. if square aliens came to see us. hahaha or if the tractors would get more creative..one of the two! :),"{'notes': '', 'label': ['0']}",
15153,  a debatable question.,"{'notes': '', 'label': ['0']}",
15154,  Im not a nurse yet. But I would say the neverending need to keep helping people. Its more than the average person could do... r Maybe this way  I can make a difference. If not in the world  in someone's life. :],"{'notes': '', 'label': ['0']}",
15155,  Wild flowers. <3,"{'notes': '', 'label': ['0']}",
15156,  Lemon :] hahaha,"{'notes': '', 'label': ['0']}",
15157,  :) who is this? haha,"{'notes': '', 'label': ['0']}",
15158, Is French kissing in France just called kissing?,"{'notes': '', 'label': ['0']}",
15159, If you knew someone was going to die would you tell them?,"{'notes': '', 'label': ['0']}",
